,Price,Close,High,Low,Open,Volume
2,2018-01-02,34.17129135131836,34.19628152723493,33.67146558842543,33.746439293969644,4984000
3,2018-01-03,34.74608612060547,34.82939199967066,34.52116501382098,34.646122243521596,6963200
4,2018-01-04,34.56280517578125,34.98765386013973,34.529482838006025,34.92100918458928,4876600
5,2018-01-05,35.3708610534668,35.462495918950445,34.812726040493885,34.896028730318704,5330800
6,2018-01-08,35.35419845581055,35.387520801515755,35.14593856184368,35.32087928789913,3538200
7,2018-01-09,35.137611389160156,35.404183813058495,35.09596004376241,35.39585481509653,5729900
8,2018-01-10,34.40453338623047,34.52949059205181,33.92137209116173,34.44618472890633,7102700
9,2018-01-11,34.17961883544922,34.48784582113035,34.112977310027865,34.337898416689356,5701800
10,2018-01-12,34.31290054321289,34.404535409164026,33.954693255109696,34.1879465078382,5028000
11,2018-01-16,35.179264068603516,35.279227936907674,34.82938894064195,34.99599432855084,9081600
12,2018-01-17,35.92900085449219,36.04562589659138,35.40418498725177,35.53747120362142,7117700
13,2018-01-18,37.128570556640625,37.36182060160539,36.23721853876124,36.53711326959795,11866200
14,2018-01-19,37.211875915527344,37.93662262649733,37.136905405213646,37.54509301329242,6543700
15,2018-01-22,38.63637924194336,38.65304041601351,38.26983976798807,38.31982329019852,8335800
16,2018-01-23,38.55307388305664,38.79465614358776,38.36980732144171,38.719682448174446,5659600
17,2018-01-24,37.76168441772461,38.04491481472433,37.695039728223236,38.01992464505817,7400600
18,2018-01-25,37.57008743286133,38.13655465645749,37.52010708699904,38.07824213442207,7655700
19,2018-01-26,38.086578369140625,38.10323954546819,37.51177890812011,37.90330860733182,7057300
20,2018-01-29,37.81999588012695,38.06157492836532,37.653387338801664,37.87830839292176,11604400
21,2018-01-30,37.38682174682617,37.51177579221197,36.986963081562074,37.12857830189149,10224600
22,2018-01-31,37.74502944946289,38.15321711747424,37.58674987477772,37.84499332235221,6333300
23,2018-02-01,37.86165237426758,38.261511021195886,37.73669515681759,37.761688506984015,6706500
24,2018-02-02,37.0786018371582,37.75336525078159,37.028621480604855,37.49512175667503,12051800
25,2018-02-05,35.779048919677734,37.32850297430543,35.66242389239069,36.69539114361338,11748300
26,2018-02-06,36.31219482421875,36.40382968496402,35.07096447213105,35.21258285086296,13414100
27,2018-02-07,34.887699127197266,35.812373586062876,34.887699127197266,35.812373586062876,15239500
28,2018-02-08,33.62148666381836,35.08763530606081,33.62148666381836,35.079306306333216,11356000
29,2018-02-09,34.54615783691406,34.721095413577984,33.288266093562655,33.938039229134006,10588400
30,2018-02-12,35.429176330566406,35.64576842544597,34.95434397044589,35.012656493422504,6573300
31,2018-02-13,35.304222106933594,35.53747219765632,34.88770227190349,35.43750832703146,5831900
32,2018-02-14,35.86235046386719,35.895672807117826,34.92101492269472,35.12927480132088,6860100
33,2018-02-15,36.25387954711914,36.44547825144868,35.612438748558425,36.25387954711914,6116500
34,2018-02-16,36.2205696105957,36.620428327607335,36.078954371939226,36.11227354834424,4792100
35,2018-02-20,36.43715286254883,36.787027963065455,35.820702171141754,35.88734686331283,9291700
36,2018-02-21,35.729068756103516,36.50379585611934,35.712407582385616,36.370509644170056,6612600
37,2018-02-22,35.31254959106445,35.60411536975853,35.137612030524416,35.5457996717845,7984000
38,2018-02-23,36.5704460144043,36.5704460144043,35.91234385430319,36.145593965612164,7204900
39,2018-02-26,36.995296478271484,36.995296478271484,36.48714170435973,36.74538517999534,3897600
40,2018-02-27,36.33719253540039,36.90365981229988,36.32886353623764,36.69539987749255,5999100
41,2018-02-28,36.112266540527344,36.57876987541025,36.06228619672152,36.37883896680501,6400100
42,2018-03-01,35.58744430541992,36.287197530901544,35.24589827737491,36.11225684118629,7792400
43,2018-03-02,35.82902908325195,35.86235142739788,35.11261775087637,35.31254546016465,4819600
44,2018-03-05,36.22888946533203,36.45380733519053,35.712402684296926,35.86235004939827,5977200
45,2018-03-06,36.270545959472656,36.98696054392451,36.17891109246686,36.936977022522996,8632000
46,2018-03-07,36.82035446166992,36.88699598356285,35.97065360742437,36.07894965551883,4482900
47,2018-03-08,36.48713684082031,36.97863037229426,36.312199273124705,36.90365667502555,7092400
48,2018-03-09,37.145233154296875,37.1535621514539,36.2538811021941,36.695391040770154,8336200
49,2018-03-12,37.6700553894043,37.77834825991584,37.27852572246417,37.311848072372726,5176100
50,2018-03-13,37.47845458984375,38.11156331443338,37.41180989367957,37.90330340561135,5842300
51,2018-03-14,37.61174011230469,37.861651362733845,37.34516768814105,37.844990188999375,4300500
52,2018-03-15,37.74502944946289,38.02826307081115,37.395151127658934,37.5700886996638,3942200
53,2018-03-16,37.461795806884766,37.91996699997824,37.4284734566758,37.48678598064438,8125600
54,2018-03-19,37.153560638427734,37.3784816860315,36.812014568613165,37.253527667002864,5116500
55,2018-03-20,37.34516525268555,37.41180676548346,37.08692184333345,37.23686921937095,6404200
56,2018-03-21,37.236881256103516,37.361835324663375,36.86201269483438,37.12858518778248,7036400
57,2018-03-22,36.3954963684082,36.96196350998444,36.3954963684082,36.73704245278856,6318500
58,2018-03-23,35.47083282470703,36.40383642189713,35.47083282470703,36.3455238956849,5923500
59,2018-03-26,36.878665924072266,36.886994922396454,35.970652572619336,36.49546844527777,5395200
60,2018-03-27,36.06229019165039,37.353501120307705,35.9290039637463,37.25353724382823,6995000
61,2018-03-28,35.56245803833008,35.962316649909354,35.354198146187095,35.80404027588644,8563100
62,2018-03-29,36.45380783081055,36.58709402629127,35.787376853406926,35.82069919672549,7758900
63,2018-04-02,35.40419387817383,36.312207448278784,35.33754916435573,36.10394748428953,6361200
64,2018-04-03,36.2205696105957,36.887000805615095,35.84570107033649,36.87867180596249,6174500
65,2018-04-04,36.603755950927734,36.603755950927734,35.27922296580633,35.29588413780836,5497100
66,2018-04-05,36.087276458740234,36.84534239369673,35.93732907136035,36.678733832408646,6115100
67,2018-04-06,35.33754348754883,35.96232327914873,35.204257259119295,35.720744174853806,5133100
68,2018-04-09,35.8790168762207,36.687066340213256,35.74573066154303,35.89567805027966,6696400
69,2018-04-10,36.30387496948242,36.8370199177643,35.84570055037028,36.54545408943889,5682300
70,2018-04-11,36.13725662231445,36.47880271120866,36.0289605908718,36.0289605908718,4788000
71,2018-04-12,36.528778076171875,36.528778076171875,35.862347161494924,36.095600364976804,7574700
72,2018-04-13,35.52914810180664,36.43716159457964,35.45417439404393,36.395507063093454,5749900
73,2018-04-16,35.71240997314453,35.829035019183344,35.55413357891959,35.66242962643885,5206900
74,2018-04-17,35.24591064453125,35.287561993728396,34.79606844649585,35.0626408947107,9831100
75,2018-04-18,34.9210205078125,35.204254115154995,34.32956312058949,35.070967898628766,8947400
76,2018-04-19,32.9300537109375,33.38822802398731,32.580178611292716,33.26327081537485,27527000
77,2018-04-20,32.4468994140625,32.93839300149051,32.33860335505782,32.79677458928523,15313300
78,2018-04-23,32.28028869628906,32.55519332536647,32.097018943570795,32.45522627235961,11178300
79,2018-04-24,32.28028869628906,32.66348619943244,31.905420191999106,32.521870974364184,13004000
80,2018-04-25,31.797134399414062,32.06371011564811,31.67218030953078,31.95541402884634,12359200
81,2018-04-26,31.797134399414062,32.12202265981937,31.722163852161287,31.722163852161287,7685800
82,2018-04-27,31.797134399414062,32.27197010991557,31.647190127113188,32.27197010991557,8276100
83,2018-04-30,32.030364990234375,32.355249841951945,31.972052487505227,32.23029266307916,7968000
84,2018-05-01,32.430233001708984,32.43856199976719,31.87209479798934,31.938739493630965,5507000
85,2018-05-02,31.447240829467773,32.15532312669602,31.363938151368032,32.15532312669602,11522200
86,2018-05-03,31.73880386352539,31.813777546073293,31.072372895207078,31.280632771418645,7021400
87,2018-05-04,32.14700698852539,32.20531952207841,31.605529830910502,31.655513364439408,9474000
88,2018-05-07,32.030364990234375,32.196973502800404,31.855427482046924,32.030364990234375,4590100
89,2018-05-08,32.638492584228516,32.80510114388126,32.43856167708643,32.47188402457577,8116600
90,2018-05-09,32.78010940551758,32.87174427672016,32.621833013854825,32.79677058008115,5861400
91,2018-05-10,33.12998962402344,33.213292323845344,32.85508499458142,32.96338104658533,7957900
92,2018-05-11,33.24660873413086,33.471529796812526,33.02168767144919,33.3549047667836,4184400
93,2018-05-14,33.279937744140625,33.779760309447134,33.221625217448015,33.42988514929145,5014000
94,2018-05-15,32.73846435546875,32.821770244311054,32.45523068899438,32.78844788877413,5622800
95,2018-05-16,33.14664840698242,33.17997075562366,32.72179640629185,32.821763452215556,7671500
96,2018-05-17,32.455223083496094,32.688476339799664,32.213640829157455,32.54685795085171,7964200
97,2018-05-18,32.005374908447266,32.113670929317195,31.88874989110737,32.047029424177275,7783900
98,2018-05-21,32.880069732666016,33.07166843429577,32.58850400408671,32.77177370903408,7902200
99,2018-05-22,33.02167892456055,33.14663609666032,32.863402593988,32.88006376212083,5752000
100,2018-05-23,33.0300178527832,33.0300178527832,32.56351458303395,32.60516592298806,4815400
101,2018-05-24,32.71345901489258,32.86340636751279,32.30526829325017,32.796761687329024,7930800
102,2018-05-25,32.73846435546875,32.89674395537176,32.430240511239056,32.57185575557887,5403000
103,2018-05-29,31.788787841796875,32.12200491971628,31.680491814804036,32.06369240774942,7198200
104,2018-05-30,31.938743591308594,31.9887271194526,31.71382248135216,31.90542123921259,8413400
105,2018-05-31,32.238624572753906,32.371910746157724,31.897078554794565,31.93040089259378,8129400
106,2018-06-01,32.6551513671875,32.6551513671875,32.32193427227788,32.480213822367126,5970000
107,2018-06-04,33.29658889770508,33.321579065110015,33.04667451248202,33.19662187249849,8927200
108,2018-06-05,32.938385009765625,33.20495741510385,32.821759979654374,33.07167121243474,6345900
109,2018-06-06,32.95505905151367,33.263282919713326,32.95505905151367,33.19663820345666,9829700
110,2018-06-07,32.92172622680664,33.27160134253583,32.871742705505056,32.95504857434103,8216900
111,2018-06-08,32.430233001708984,32.62183173498767,32.08868688103063,32.62183173498767,8081300
112,2018-06-11,32.28861999511719,32.613508173840366,32.28861999511719,32.488550937578026,4511600
113,2018-06-12,32.6551513671875,32.7884375695926,32.47188164720784,32.59683885224737,6582600
114,2018-06-13,32.53019332885742,33.22994666800783,32.53019332885742,33.09666046901697,9616600
115,2018-06-14,32.15532684326172,32.5468564667298,32.15532684326172,32.51353412052106,7636000
116,2018-06-15,32.23030090332031,32.438560802824874,32.11367586804478,32.33859694084497,11235700
117,2018-06-18,31.863767623901367,31.955402496757042,31.52222148367197,31.913751148493784,8921400
118,2018-06-19,31.288969039916992,31.630515154480516,31.114028305886748,31.405594077407862,9848900
119,2018-06-20,31.947059631347656,32.146990485028816,31.663826109011993,31.93873063559945,8668600
120,2018-06-21,31.33894920349121,31.663834142582107,31.280636685079713,31.547209105759112,9246700
121,2018-06-22,31.755468368530273,31.913747924854526,31.630514336362232,31.880425578492172,10338500
122,2018-06-25,31.526647567749023,31.569825564532188,31.129435031885844,31.345311839726964,10528100
123,2018-06-26,31.483455657958984,31.69069872958767,31.181229609768064,31.371202150926283,8817000
124,2018-06-27,30.663127899169922,31.362569658722595,30.663127899169922,31.30212444056565,8798100
125,2018-06-28,31.034440994262695,31.034440994262695,30.524971722650438,30.65449909276221,7199000
126,2018-06-29,31.569807052612305,31.751142674302688,31.466183873917736,31.561170140712722,8088200
127,2018-07-02,31.552541732788086,31.57844588473065,31.120788298986444,31.267582885350706,7365500
128,2018-07-03,31.423015594482422,31.612988166752537,31.38847452788469,31.423015594482422,6512600
129,2018-07-05,31.59572410583496,31.604357727244285,31.29349794623733,31.431658946913117,9230900
130,2018-07-06,32.18291091918945,32.25198977624663,31.74252044112917,31.794332054435753,7251600
131,2018-07-09,32.666465759277344,32.839164494289044,32.441952133334574,32.70100352986935,7124100
132,2018-07-10,32.75282287597656,32.77009341236732,32.35561042104314,32.35561042104314,7211500
133,2018-07-11,31.92385482788086,32.25198511602149,31.863409601432963,32.234717874765906,7316200
134,2018-07-12,32.217437744140625,32.45921857792237,32.122451475435845,32.23470827427029,5275300
135,2018-07-13,32.61465835571289,32.64056251049176,32.36424054612496,32.416052149700356,4947500
136,2018-07-16,32.6319465637207,32.718295989095616,32.51105605058806,32.7096623641659,5399200
137,2018-07-17,32.847801208496094,32.91688004327893,32.25197937665597,32.38150672114744,6238500
138,2018-07-18,33.16729736328125,33.21910895916915,32.70963979533153,32.84780075701544,10532200
139,2018-07-19,34.376220703125,34.87705313542565,33.348645090166485,34.05672068708632,17762300
140,2018-07-20,35.1706428527832,35.274262779703605,34.402122081255555,34.53164946041962,14481000
141,2018-07-23,35.17927932739258,35.38651917863658,35.084293023064895,35.24835817980123,6832800
142,2018-07-24,34.877044677734375,35.58512010294576,34.86841105772731,35.49013381278026,7018300
143,2018-07-25,35.308807373046875,35.317444289328414,34.80797493132525,34.997944267279735,7725700
144,2018-07-26,35.248348236083984,35.35196813247435,34.9202147211612,35.14472833969362,8476600
145,2018-07-27,35.79236602783203,36.19821208038348,35.35197561048714,35.35197561048714,9468500
146,2018-07-30,35.48149871826172,35.85280694946857,35.30879667913942,35.79236172987838,5174300
