Price,Close,High,Low,Open,Volume
Ticker,TSM,TSM,TSM,TSM,TSM
Date,,,,,
2018-03-23,35.47083282470703,36.40383642189713,35.47083282470703,36.3455238956849,5923500
2018-03-26,36.878658294677734,36.886987291278835,35.97064513107304,36.49546089515847,5395200
2018-03-27,36.062286376953125,37.35349716902514,35.92900016314816,37.253533303119916,6995000
2018-03-28,35.56245422363281,35.96231279232024,35.35419435382936,35.80403643527525,8563100
2018-03-29,36.45381546020508,36.58710168358119,35.78738434332453,35.82070669361712,7758900
2018-04-02,35.40419387817383,36.312207448278784,35.33754916435573,36.10394748428953,6361200
2018-04-03,36.22056579589844,36.88699692073027,35.84569729511983,36.878667921954865,6174500
2018-04-04,36.60376739501953,36.60376739501953,35.27923399578552,35.29589517299662,5497100
2018-04-05,36.08727264404297,36.845338498866184,35.93732527251366,36.67872995518988,6115100
2018-04-06,35.337547302246094,35.962327161291135,35.20426105942827,35.72074803091768,5133100
2018-04-09,35.8790168762207,36.687066340213256,35.74573066154303,35.89567805027966,6696400
2018-04-10,36.303871154785156,36.837016047045836,35.84569678381655,36.54545024935725,5682300
2018-04-11,36.13725662231445,36.47880271120866,36.0289605908718,36.0289605908718,4788000
2018-04-12,36.52878189086914,36.52878189086914,35.86235090659686,36.09560413443736,7574700
2018-04-13,35.529144287109375,36.43715768239068,35.45417058739645,36.395503155376865,5749900
2018-04-16,35.712406158447266,35.82903119202853,35.55412978112896,35.66242581708035,5206900
2018-04-17,35.24591064453125,35.287561993728396,34.79606844649585,35.0626408947107,9831100
2018-04-18,34.921016693115234,35.2042502695179,34.32955937050176,35.07096406755157,8947400
2018-04-19,32.930057525634766,33.388231891760604,32.58018238545961,33.26327466867279,27527000
2018-04-20,32.446903228759766,32.93839687397139,32.338607157023,32.79677844511641,15313300
2018-04-23,32.2802848815918,32.55518947818256,32.097015150531284,32.45522243698924,11178300
2018-04-24,32.2802848815918,32.66348233945112,31.905416421601622,32.52186713111812,13004000
2018-04-25,31.797119140625,32.063694728934856,31.672165110704608,31.955398694102147,12359200
2018-04-26,31.797119140625,32.12200724512313,31.722148629349043,31.722148629349043,7685800
2018-04-27,31.797119140625,32.27195462326264,31.64717494027929,32.27195462326264,8276100
2018-04-30,32.03037643432617,32.35526140212147,31.972063910762614,32.23030417860288,7968000
2018-05-01,32.43022918701172,32.438558184090205,31.872091048944647,31.938735736747006,5507000
2018-05-02,31.447242736816406,32.155325076991495,31.36394005366416,32.155325076991495,11522200
2018-05-03,31.738813400268555,31.81378710534424,31.072382231703852,31.280642170492477,7021400
2018-05-04,32.146995544433594,32.20530805722779,31.605518579580487,31.655502095315633,9474000
2018-05-07,32.03037643432617,32.19698500641956,31.8554388636355,32.03037643432617,4590100
2018-05-08,32.63849639892578,32.805104978051276,32.43856546841632,32.47188781980029,8116600
2018-05-09,32.78010559082031,32.87174045135914,32.621829217576554,32.796766763444985,5861400
2018-05-10,33.12998580932617,33.21328849955632,32.85508121153758,32.96337725107193,7957900
2018-05-11,33.24660873413086,33.471529796812526,33.02168767144919,33.3549047667836,4184400
2018-05-14,33.27993392944336,33.77975643745794,33.221621409434796,33.42988131740654,5014000
2018-05-15,32.738460540771484,32.82176641990696,32.4552269072996,32.788444068252765,5622800
2018-05-16,33.14665603637695,33.17997839268802,32.72180393789781,32.82177100683102,7671500
2018-05-17,32.455230712890625,32.68848402402608,32.21364840176217,32.54686560178726,7964200
2018-05-18,32.005374908447266,32.113670929317195,31.88874989110737,32.047029424177275,7783900
2018-05-21,32.88008117675781,33.07167994507457,32.58851534669743,32.771785115432834,7902200
2018-05-22,33.02169418334961,33.1466514131901,32.86341777964011,32.880078955471795,5752000
2018-05-23,33.03002166748047,33.03002166748047,32.5635183438539,32.605169688618396,4815400
2018-05-24,32.713470458984375,32.8634178640604,32.30527959454533,32.79677316056245,7930800
2018-05-25,32.738460540771484,32.8967401222317,32.43023673245614,32.5718519602949,5403000
2018-05-29,31.788782119750977,32.121999137690636,31.68048611225164,32.06368663622015,7198200
2018-05-30,31.938735961914062,31.988719478118213,31.71381490568585,31.905413617777963,8413400
2018-05-31,32.23863220214844,32.37191840709494,31.897086103360916,31.930408449045988,8129400
2018-06-01,32.655147552490234,32.655147552490234,32.32193049650624,32.48021002810565,5970000
2018-06-04,33.296592712402344,33.32158288267034,33.0466782985473,33.196625675742816,8927200
2018-06-05,32.93839645385742,33.20496895181339,32.82177138322604,33.07168270283541,6345900
2018-06-06,32.95505142211914,33.26327521896218,32.95505142211914,33.19663051813436,9829700
2018-06-07,32.921722412109375,33.27159748729793,32.87173889659947,32.955044755782644,8216900
2018-06-08,32.43022918701172,32.621827897753064,32.08868310650869,32.621827897753064,8081300
2018-06-11,32.28861618041992,32.61350432075961,32.28861618041992,32.48854709926018,4511600
2018-06-12,32.655147552490234,32.78843373932516,32.4718778539197,32.59683504436204,6582600
2018-06-13,32.53020095825195,33.2299544615174,32.53020095825195,33.09666823126658,9616600
2018-06-14,32.15532684326172,32.5468564667298,32.15532684326172,32.51353412052106,7636000
2018-06-15,32.23030471801758,32.43856464217126,32.113679668938595,32.33860076835988,11235700
2018-06-18,31.863767623901367,31.955402496757042,31.52222148367197,31.913751148493784,8921400
2018-06-19,31.288963317871094,31.630509369973545,31.11402261583356,31.40558833403388,9848900
2018-06-20,31.94706916809082,32.14700008145476,31.66383556120511,31.93874016985627,8668600
2018-06-21,31.33895492553711,31.66383992394737,31.280642396478576,31.547214865830302,9246700
2018-06-22,31.75546646118164,31.91374600799905,31.63051243651879,31.880423663638155,10338500
2018-06-25,31.526639938354492,31.569817924688657,31.129427498616064,31.345304254215367,10528100
2018-06-26,31.48346710205078,31.690710249011374,31.18124094400208,31.37121355421445,8817000
2018-06-27,30.66313362121582,31.362575511291315,30.66313362121582,31.302130281854687,8798100
2018-06-28,31.034442901611328,31.034442901611328,30.524973598687552,30.65450097675996,7199000
2018-06-29,31.56982421875,31.751159939041948,31.46620098371015,31.56118730215408,8088200
2018-07-02,31.552553176879883,31.578457338217873,31.12079958648148,31.267594226088065,7365500
2018-07-03,31.423015594482422,31.612988166752537,31.38847452788469,31.423015594482422,6512600
2018-07-05,31.59571075439453,31.604344372155534,31.293484722508946,31.431645664801884,9230900
2018-07-06,32.18290328979492,32.251982130476016,31.74251291613516,31.794324517159097,7251600
2018-07-09,32.66646957397461,32.83916832915358,32.44195592181378,32.70100734859984,7124100
2018-07-10,32.75282287597656,32.77009341236732,32.35561042104314,32.35561042104314,7211500
2018-07-11,31.923851013183594,32.25198126211475,31.86340579395852,32.23471402292249,7316200
2018-07-12,32.217437744140625,32.45921857792237,32.122451475435845,32.23470827427029,5275300
2018-07-13,32.614654541015625,32.64055869276468,32.36423676071723,32.4160483582326,4947500
2018-07-16,32.63194274902344,32.71829216430404,32.51105225002297,32.7096585403836,5399200
2018-07-17,32.847816467285156,32.91689533415718,32.251994358667915,32.38152176332873,6238500
2018-07-18,33.16730880737305,33.21912042113809,32.70965108151251,32.84781209086767,10532200
2018-07-19,34.37621307373047,34.8770453948773,33.34863768883017,34.05671312860103,17762300
2018-07-20,35.1706428527832,35.274262779703605,34.402122081255555,34.53164946041962,14481000
2018-07-23,35.17927932739258,35.38651917863658,35.084293023064895,35.24835817980123,6832800
2018-07-24,34.877052307128906,35.58512788723262,34.86841868523322,35.49014157628876,7018300
2018-07-25,35.30880355834961,35.317440473698035,34.80797117073698,34.997940486167536,7725700
2018-07-26,35.248348236083984,35.35196813247435,34.9202147211612,35.14472833969362,8476600
2018-07-27,35.79237365722656,36.19821979628695,35.35198314600935,35.35198314600935,9468500
2018-07-30,35.481502532958984,35.85281080408603,35.308800475269095,35.79236557799724,5174300
2018-07-31,35.58511734008789,35.90461725384153,35.48149743796046,35.628292024806214,4908300
2018-08-01,36.016876220703125,36.03414675600504,35.68010901736011,35.78372893515385,6115000
2018-08-02,35.87871551513672,35.96506819232705,35.40378731965227,35.49013670282478,4669300
2018-08-03,35.999603271484375,36.22411692133704,35.88734974057561,35.956428583133494,4575200
2018-08-06,35.464237213134766,35.76646338802392,35.40379197815693,35.576494061244276,7245800
2018-08-07,35.61103820800781,35.61967183059859,35.26563401204308,35.464240271816315,7494900
2018-08-08,36.24139404296875,36.362284509932124,35.79236995566324,35.887356263711084,5089600
2018-08-09,36.12913513183594,36.22412143445263,35.990974135489296,36.21548451929585,4513300
2018-08-10,35.429683685302734,35.662830921424046,35.22244389365075,35.662830921424046,7053200
2018-08-13,35.15336608886719,35.39515026754241,34.94612627173699,35.13609555510342,6708600
2018-08-14,35.32606887817383,35.56784976793523,35.29152780991718,35.4037846347425,5339100
2018-08-15,34.928855895996094,35.01520527118808,34.64389702863101,34.928855895996094,6052800
2018-08-16,34.89431381225586,35.170635757645265,34.85977274557783,34.92885487893389,5544000
2018-08-17,34.65253448486328,34.73025024135931,34.35894199299136,34.70434279318225,7897200
2018-08-20,34.626625061035156,34.74751879292272,34.453926317801965,34.557546222545355,4156700
2018-08-21,35.30880355834961,35.4383309364315,34.851145865424925,34.859779486755286,6075100
2018-08-22,35.31744384765625,35.44696794409382,35.006580745776695,35.27426585482536,5512700
2018-08-23,35.127464294433594,35.706012391297,35.127464294433594,35.662837700996675,4126100
2018-08-24,35.61103820800781,35.757832850180776,35.2570003894523,35.34334979143422,4232000
2018-08-27,35.861446380615234,36.01687791161189,35.7232853857313,35.77509699406951,5733000
2018-08-28,36.569522857666016,36.92356062228928,36.48317346883811,36.604063930804394,10683500
2018-08-29,38.106563568115234,38.32244031095338,37.20851552734428,37.29486490687247,12278200
2018-08-30,37.52802276611328,38.41743743732477,37.48484806417531,38.296543660272405,7826200
2018-08-31,37.648902893066406,37.65753980748941,37.09625895463146,37.2344199392402,8782900
2018-09-04,38.08929443359375,38.097928054256876,37.29486627785646,37.355311504551736,8174900
2018-09-05,38.18427658081055,38.486502681438616,38.01157454015846,38.07201976028407,7262400
2018-09-06,38.03748321533203,38.05475375085214,37.6316371596718,37.942496916980325,10424900
2018-09-07,38.754188537597656,39.065051532142604,37.977031051235286,37.994301583600816,14256000
2018-09-10,38.52967834472656,38.90962350259529,38.44332896922051,38.85781190088113,6824900
2018-09-11,38.469234466552734,38.4865050010606,37.631634954035896,37.683443263541854,12509700
2018-09-12,37.94249725341797,38.25336030750078,37.838877333396326,37.92522671774472,10303700
2018-09-13,37.50210952758789,37.98567463671032,37.3639485384126,37.98567463671032,9624500
2018-09-14,38.348350524902344,38.477877908677144,37.951138045886324,38.01158327990971,5295400
2018-09-17,37.78707504272461,38.11520871338154,37.53666044876777,37.67482147419931,6210300
2018-09-18,37.61437225341797,38.072029984130374,37.433033250326986,37.56256063910364,8814200
2018-09-19,38.01157760620117,38.331074266067034,37.76979670619649,38.16700912592353,6393200
2018-09-20,38.1411018371582,38.36561549726555,37.90795785061108,38.21018397688899,4728000
2018-09-21,38.046119689941406,38.34834582300231,38.011578619300785,38.21018483445764,6668600
2018-09-24,38.7628288269043,38.806003518238796,37.81297244147417,37.85614713280867,8229100
2018-09-25,38.1411018371582,38.78009845359714,38.10656406131053,38.68511215847616,6678200
2018-09-26,38.227455139160156,38.624667567077566,38.210184603944036,38.210184603944036,4564300
2018-09-27,38.650577545166016,39.05642694883701,38.49514929284299,38.51241653664245,6711700
2018-09-28,38.132469177246094,38.52968160865064,37.968404032279295,38.42606169046202,7727700
2018-10-01,38.56422424316406,38.82327569614905,38.35698110436532,38.46923794179872,5029800
2018-10-02,37.666175842285156,37.98567581606209,37.51938122786163,37.778432678855914,5440300
2018-10-03,37.95975875854492,38.20154290643265,37.622991628077365,38.028840884803444,5631100
2018-10-04,36.63861083984375,37.19989183868166,36.2413983175374,37.191254922012334,7885000
2018-10-05,35.94779968261719,36.32774160161165,35.55058393319342,36.16367644673136,7921400
2018-10-08,35.36924743652344,35.550583123685904,34.8856856040902,35.19654537036102,7761800
2018-10-09,35.31744384765625,35.662844732174804,35.041121822434064,35.40379324528129,5678700
2018-10-10,33.97900390625,34.920226800247185,33.97900390625,34.842511027567845,12853500
2018-10-11,33.62495803833008,34.19487246969101,33.09822158787414,33.24501618209528,10209000
2018-10-12,34.24668884277344,35.04111702708412,33.84083948263548,34.66117182388504,7578600
2018-10-15,33.46089553833008,34.18624153466362,33.43499138296672,34.082621619192466,8209000
2018-10-16,34.548919677734375,34.592097670518555,34.022183082362076,34.402125043126944,10748100
2018-10-17,34.168975830078125,34.61799991928682,33.83220858667616,34.540284148192654,8173600
2018-10-18,33.27955627441406,34.49710085547714,33.21047414220352,34.36757350459107,9555600
2018-10-19,33.20184326171875,33.953093394388254,33.10685696910192,33.814932412586764,11266200
2018-10-22,33.43498611450195,33.87537315637437,33.27955461877823,33.8408320919875,8165700
2018-10-23,32.81325912475586,32.96869061571028,32.174262629274665,32.312423588565586,12350000
2018-10-24,31.500741958618164,32.43333130680332,31.45756725783593,32.43333130680332,13312400
2018-10-25,32.28653335571289,32.42469437456036,31.50937885995283,31.75979344197613,9927300
2018-10-26,31.6648006439209,32.20017736466013,31.207142980273417,31.561180724494985,11973200
2018-10-29,31.37120246887207,32.303788065610675,31.060339505286898,32.09654499188159,8269300
2018-10-30,32.623287200927734,32.640557732925,31.664794086191375,31.811591961159504,12106400
2018-10-31,32.899620056152344,33.66814416230475,32.83917482108684,33.409089390288884,12610900
2018-11-01,33.719947814941406,33.745855264968576,33.15003332461065,33.48680052880367,14348600
2018-11-02,33.48680114746094,34.09989363449105,33.184575008375425,33.832205272716834,9736200
2018-11-05,33.22774887084961,33.52134138178092,33.080954262392844,33.434991999631976,8591900
2018-11-06,33.44363784790039,33.5472578031682,33.175949394937966,33.24503156112917,8578100
2018-11-07,33.83221435546875,33.93583430325666,33.435001810599466,33.92720068011548,6568700
2018-11-08,33.417728424072266,33.728591534978186,33.40909150764795,33.49544420179874,7953700
2018-11-09,32.87371826171875,33.15004029733247,32.64920784303954,32.89098880069692,5975400
2018-11-12,32.0015754699707,32.74418883587032,31.95839747819357,32.69238051616703,11666700
2018-11-13,32.295162200927734,32.916884983348396,32.15700121661006,32.286525286522924,15057100
2018-11-14,32.675106048583984,33.106859562284086,32.26925669162017,32.985969105490916,10404900
2018-11-15,33.26228713989258,33.30546182733078,32.71827685492217,32.87370836491372,10840400
2018-11-16,31.83749771118164,32.12245656242271,31.656162057128594,32.010199745811015,16382400
2018-11-19,31.129430770874023,31.673441174494464,31.051714998928244,31.6389000994034,15191700
2018-11-20,30.775386810302734,31.077616215671494,30.412715476681303,30.56814698938122,11673500
2018-11-21,31.233055114746094,31.70798672930114,31.20715095177716,31.448931923537046,7013100
2018-11-23,31.051712036132812,31.258955172886882,30.870376350234196,30.939458493824855,2320500
2018-11-26,31.811601638793945,31.854776334912998,31.492104934691174,31.699344793669884,7077300
2018-11-27,31.77705955505371,31.794330091756454,31.42302178769265,31.42302178769265,6870200
2018-11-28,32.8218994140625,32.830536328658106,32.01020402501744,32.182906082734064,8380200
2018-11-29,32.75282287597656,33.132764794519225,32.70101126680429,32.77009341236732,7056600
2018-11-30,32.459224700927734,32.467858320612784,32.01883762860678,32.15699860168957,8734400
2018-12-03,33.44363784790039,33.67678521776721,33.14141160586136,33.521353637855995,7457600
2018-12-04,32.32969665527344,33.48679601532207,32.32106303577326,33.270919293626555,13321200
2018-12-06,31.828872680664062,31.828872680664062,30.749488790484293,30.827204562337965,12075700
2018-12-07,31.535274505615234,31.897945846894764,31.207140939206873,31.647531332495024,10802700
2018-12-10,31.45755958557129,31.802963695624708,31.155333459787833,31.353939670162347,12439100
2018-12-11,31.69070816040039,32.251985744644664,31.345304036236335,32.157002739816505,8635800
2018-12-12,32.277896881103516,32.55421889438273,32.18291057141037,32.47650312227181,8405400
2018-12-13,32.234718322753906,32.51967392368023,32.11382457416018,32.37287931284318,5825900
2018-12-14,31.543912887573242,32.04474858001216,31.543912887573242,31.777060196741207,5969600
2018-12-17,31.276220321655273,31.89794303679389,31.189867657040644,31.630258011531897,10733100
2018-12-18,31.742517471313477,31.949760611131964,31.612993391192635,31.612993391192635,7100400
2018-12-19,31.284860610961914,32.191542371605074,31.17260377003869,31.62162783971354,11786400
2018-12-20,30.98263168334961,31.733881841350488,30.689039175369604,31.440289333370483,12540400
2018-12-21,30.83583641052246,31.889316080831303,30.784028094945324,31.638898242148375,16981000
2018-12-24,30.47316551208496,30.99126844023892,30.45589497527742,30.706312817959667,6288500
2018-12-26,31.742517471313477,31.751154386398973,30.507705429541925,30.507705429541925,10063400
2018-12-27,31.75977325439453,31.77704378252505,31.051698071125376,31.258941114675178,8688600
2018-12-28,32.070648193359375,32.53694274560959,31.967028279754103,32.0620145730663,7369000
2018-12-31,31.87204360961914,32.45922863998257,31.751153155253345,32.3210676501334,4600600
2019-01-02,31.535274505615234,31.7338807106994,31.0862504921137,31.258952542540076,5273100
2019-01-03,29.67009735107422,30.671765214536936,29.592381598994464,30.516333710377427,15998000
2019-01-04,30.196840286254883,30.248648597126433,29.54057313372824,29.756449879740316,14178200
2019-01-07,30.421356201171875,30.62859936450954,30.19684579373954,30.23138357594721,6850800
2019-01-08,30.170928955078125,30.378172053954092,29.911877551996145,30.317726836368873,11462600
2019-01-09,30.74948501586914,31.051711150412793,30.507704108234222,30.507704108234222,11770300
2019-01-10,31.448928833007812,31.500740447872772,30.568154438432074,30.619962759278668,7894600
2019-01-11,31.61299705505371,31.751158066272538,31.29350033423861,31.474836043834884,7232700
2019-01-14,30.87901496887207,31.250323315722497,30.84447718550479,31.198514993662354,6146200
2019-01-15,31.12079429626465,31.28485944687999,30.913551158734496,31.12079429626465,10165800
2019-01-16,30.775386810302734,31.112153989813372,30.775386810302734,30.999900459321534,8727400
2019-01-17,31.3366756439209,31.561186056274284,30.07595598020313,30.153668462387515,21916900
2019-01-18,31.811601638793945,31.95839626440235,31.224416548323997,31.29349869732901,12905900
2019-01-22,31.40574836730957,31.742515567045874,31.172601084257263,31.518005198560925,13381700
2019-01-23,31.509366989135742,31.725243705631822,31.29349027263966,31.543904760321983,13918600
2019-01-24,32.502403259277344,32.502403259277344,31.759786705235676,31.846139382460187,14094100
2019-01-25,32.93415832519531,33.03777824876091,32.70964794180019,32.81326786536579,16763700
2019-01-28,32.32969665527344,32.51966922445104,31.863405439864326,31.88067267886469,14086500
2019-01-29,31.37120246887207,32.20016817575459,31.345295025895368,32.20016817575459,10100800
2019-01-30,32.277896881103516,32.3383421156322,31.336673993990498,31.785698089073776,9281600
2019-01-31,32.48514175415039,32.89962483799383,32.21745661538704,32.21745661538704,7633400
2019-02-01,32.44195556640625,32.70100699035435,32.329698741555625,32.597387079578624,6438300
2019-02-04,32.761451721191406,32.82189694273834,32.27788994881594,32.38150985803675,7283800
2019-02-05,33.02914047241211,33.04641100650332,32.7096438267686,32.74418160093346,7314000
2019-02-06,33.45225524902344,33.521334080893794,33.08094705742123,33.17593003949083,8795200
2019-02-07,32.916893005371094,33.21048558034843,32.666478424905115,33.13276980185389,7916200
2019-02-08,32.63194274902344,32.74419633008441,32.38152483308302,32.56286058158371,7147200
2019-02-11,33.06367874145508,33.06367874145508,32.666466373037515,32.74417882884256,8860700
2019-02-12,33.365909576416016,33.478166407474156,33.19320751956144,33.365909576416016,8831200
2019-02-13,32.92552185058594,33.227747973967354,32.85643971151722,33.13276167975671,7155600
2019-02-14,32.865074157714844,32.99459821771479,32.60601944968006,32.744180423423806,7782800
2019-02-15,32.8909797668457,33.05504490104836,32.7010071842823,32.73554825275156,6257600
2019-02-19,33.210479736328125,33.38318180192782,32.89961667705225,33.003239892822826,8105700
2019-02-20,33.6767692565918,34.11715632827187,33.58178297010734,33.616324036832125,7178600
2019-02-21,33.65950393676758,33.83220600312401,33.50407240644858,33.737219701927074,4607300
2019-02-22,34.01354217529297,34.030812711576566,33.74585709794216,33.78039487649137,5117800
2019-02-25,34.1776008605957,34.47119001150303,34.091248203843215,34.42801533013531,5101500
2019-02-26,34.19488525390625,34.25533049695056,34.004915901775,34.03082006478865,5587300
2019-02-27,34.06535339355469,34.186243852135775,33.72858617493082,34.11716170779347,8194900
2019-02-28,33.719947814941406,33.927190945069775,33.67677312358652,33.7803930416418,5705100
2019-03-01,34.01354217529297,34.12579901412736,33.84947702162576,33.98763801787656,5299200
2019-03-04,33.80630111694336,33.96173264391001,33.42635592035027,33.96173264391001,7081100
2019-03-05,33.69404983520508,33.875385548545935,33.38318673003881,33.63360459742479,7192400
2019-03-06,33.49544143676758,33.86674975591851,33.486804521056236,33.72858875070083,4433400
2019-03-07,33.35728073120117,33.57315750966918,33.132767036944244,33.47817120010034,4231300
2019-03-08,32.985965728759766,33.1413972413019,32.76145207996887,32.77008899400874,5066200
2019-03-11,33.365909576416016,33.40908426712522,32.98596768655015,33.01187184217212,6005400
2019-03-12,33.59041976928711,33.823563733841084,33.55587870268007,33.71994382803738,5580200
2019-03-13,33.858116149902344,34.05672240844076,33.69405096954935,33.86675306645796,6086400
2019-03-14,33.52134323120117,33.71994945631536,33.452264380474396,33.676774762858884,4935000
2019-03-15,34.23805236816406,34.60072371115246,34.03080924787237,34.03080924787237,8871300
2019-03-18,34.41075134277344,34.523008170891345,34.22941567013367,34.41938825709971,6290900
2019-03-19,34.33304214477539,34.60936745772006,34.19488113531221,34.523014768044135,8033600
2019-03-20,34.41075134277344,34.669806068279016,34.22941567013367,34.341672498251576,5394000
2019-03-21,35.438331604003906,35.61103368002702,34.73025605692544,34.75616021542257,6509600
2019-03-22,34.911582946777344,35.4210521308042,34.83386719687435,35.26562063099822,6759100
2019-03-25,34.47119903564453,34.9374936221271,34.34167495763353,34.54028117913139,4901800
2019-03-26,34.885684967041016,35.084291186594754,34.60072606897399,34.635267140379305,5573500
2019-03-27,34.71298599243164,34.7647943101311,34.3675818356838,34.704349076802956,7660300
2019-03-28,34.8338737487793,35.00657581371584,34.71298329152909,34.74752436331998,6632700
2019-03-29,35.36924743652344,35.44696320159563,35.05838437623468,35.24835697841513,6116300
2019-04-01,35.72328567504883,35.72328567504883,35.17927860617262,35.47287113443098,6834200
2019-04-02,35.63693618774414,35.71465195365368,35.40378889001554,35.55922042183461,5580200
2019-04-03,36.085960388183594,36.232755005465954,35.84417617439797,35.92189194061157,6821100
2019-04-04,36.30183410644531,36.4227245561918,35.96506691243216,36.03414575770828,7610300
2019-04-05,36.46590805053711,36.560894367990684,36.31911341012232,36.560894367990684,4430600
2019-04-08,36.604061126708984,36.69041380293978,36.336376065437975,36.47453705338946,6830300
2019-04-09,36.4486198425293,36.526335583315756,36.29318836095637,36.474527285469385,5049900
2019-04-10,36.586788177490234,36.69904500217474,36.42272304450331,36.491801886912384,4040200
2019-04-11,36.3536491394043,36.4400018294899,36.22412504530337,36.345015517404896,5172200
2019-04-12,36.76812744140625,36.82857266426858,36.50907272169045,36.673141150046135,6555700
2019-04-15,36.794036865234375,36.93219786499467,36.66450948682619,36.768132707159964,5274400
